CL_IRFCL_INDICATOR_PUB,International Reserves and Foreign Currency Liquidity (IRFCL) Indicator
IRFCLDT4_IRFCL5_EC2_SHP_EUR_IRFCL13,"Memorandum items, Options in foreign currencies vis a  vis the domestic currency, Bought Puts, Short positions"
IRFCLDT4_IRFCL5_EC1_SHP_EUR_IRFCL13,"Memorandum items, Options in foreign currencies vis a  vis the domestic currency, Written Calls, Short positions"
IRFCLDT4_IRFCL5_EC2_LP_EUR_IRFCL13,"Memorandum items, Options in foreign currencies vis a  vis the domestic currency, Bought Puts, Long positions"
IRFCLDT4_IRFCL5_EC1_LP_EUR_IRFCL13,"Memorandum items, Options in foreign currencies vis a  vis the domestic currency, Written Calls, Long positions"
IRFCLDT4_IRFCL5_EC2_LP_USD_IRFCL13,"Memorandum items, Options in foreign currencies vis a  vis the domestic currency, Bought Puts, Long positions"
IRFCLDT2_IRFCL1T_SHP_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total forwards and futures in foreign currencies vis ã£ vis the domestic currency (including the forward leg of currency swaps), Short positions"
IRFCLDT4_IRFCL22_XDC_IRFCL13,"Memorandum items, Financial instruments settled by other means"
IRFCLDT3_IRFCL95T_PB_BONS1XAIMF_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided by, Other National Monetary authorities and international organizations, IMF"
IRFCLDT4_IRFCL52_EUR_IRFCL13,"Memorandum items, Pledged assets"
IRFCLDT3_IRFCL95T_PB_BOFIORC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided by, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95T_PB_BONS1XABIS_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided by, Other National Monetary authorities and international organizations, BIS"
IRFCLDT3_IRFCL95T_PB_BOFIRC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided by, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL5T_EC11_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
IRFCLDT3_IRFCL5T_EC13_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 10 % (Depreciation of 10%), Long positions"
IRFCLDT3_IRFCL5T_EC12_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
IRFCLDT3_IRFCL5T_EC14_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
IRFCLDT3_IRFCL5T_EC11_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
IRFCLDT3_IRFCL95T_PB_BOFIORC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided by, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL5T_EC13_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 10 % (Depreciation of 10%), Short positions"
IRFCLDT3_IRFCL5T_EC14_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
IRFCLDT3_IRFCL5T_EC11_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
IRFCLDT3_IRFCL5T_EC14_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
IRFCLDT2_IRFCL49T_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, related to reverse repos, Inflows"
IRFCLDT3_IRFCL5T_EC12_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
IRFCLDT3_IRFCL5T_EC12_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
IRFCLDT3_IRFCL5T_EC13_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 10 % (Depreciation of 10%), Long positions"
IRFCLDT3_IRFCL5T_EC11_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
IRFCLDT3_IRFCL5T_EC12_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
IRFCLDT4_IRFCL22_USD_IRFCL13,"Memorandum items, Financial instruments settled by other means"
IRFCLDT3_IRFCL5T_EC13_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 10 % (Depreciation of 10%), Short positions"
IRFCLDT3_IRFCL5T_EC14_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
IRFCLDT4_IRFCL22_EUR_IRFCL13,"Memorandum items, Financial instruments settled by other means"
IRFCLDT2_IRFCL47T_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, other accounts receivable, Inflows"
IRFCLDT3_IRFCL5T_EC11_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
IRFCLDT3_IRFCL5T_EC13_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 10 % (Depreciation of 10%), Long positions"
IRFCLDT3_IRFCL5T_EC11_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
IRFCLDT3_IRFCL5T_EC14_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
IRFCLDT3_IRFCL5T_EC12_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
IRFCLDT3_IRFCL5T_EC13_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 10 % (Depreciation of 10%), Short positions"
IRFCLDT3_IRFCL5T_EC12_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
IRFCLDT3_IRFCL5T_EC14_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
IRFCLDT3_IRFCL95T_PT_BOFIRC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT2_IRFCL48T_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, related to repos, Outflows (reserves template)"
IRFCLDT3_IRFCL95T_PT_BOFIORC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95T_PT_BOFIRC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95T_PT_BOFIORC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT2_IRFCL50T_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, trade credit, Outflows (reserves template)"
IRFCLDT2_IRFCL48T_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, related to repos, Outflows (reserves template)"
IRFCLDT2_IRFCL50T_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, trade credit, Outflows (reserves template)"
IRFCLDT3_IRFCL5T_EC15_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, At Current Exchange Rate, Long positions"
IRFCLDT3_IRFCL5T_EC15_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, At Current Exchange Rate, Short positions"
IRFCLDT2_IRFCL46T_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, other accounts payable, Outflows (reserves template)"
IRFCLDT3_IRFCL5T_EC15_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, At Current Exchange Rate, Short positions"
IRFCLDT2_IRFCL46T_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, other accounts payable, Outflows (reserves template)"
IRFCLDT3_IRFCL5T_EC15_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, At Current Exchange Rate, Long positions"
IRFCLDT3_IRFCL5T_EC15_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, At Current Exchange Rate, Short positions"
IRFCLDT3_IRFCL5T_EC15_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, At Current Exchange Rate, Long positions"
IRFCLDT3_IRFCL5T_EC10_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Short positions"
IRFCLDT2_IRFCL1T_IN_LP_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total forwards and futures in foreign currencies vis ã£ vis the domestic currency (including the forward leg of currency swaps), Inflows, Long positions"
IRFCLDT3_IRFCL5T_EC10_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Long positions"
IRFCLDT3_IRFCL5T_EC10_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Short positions"
IRFCLDT2_IRFCL1T_IN_LP_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Total forwards and futures in foreign currencies vis ã£ vis the domestic currency (including the forward leg of currency swaps), Inflows, Long positions"
IRFCLDT3_IRFCL5T_EC10_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Long positions"
IRFCLDT3_IRFCL95T_PT_TONS1XA_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided to, Other National Monetary authorities and international organizations"
IRFCLDT3_IRFCL95T_PT_TONS1XABIS_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided to, Other National Monetary authorities and international organizations, BIS"
IRFCLDT3_IRFCL95T_PT_TONS1XAIMF_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided to, Other National Monetary authorities and international organizations, IMF"
IRFCLDT3_IRFCL95T_PT_TONS1XA_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total undrawn unconditional credit lines, Provided to, Other National Monetary authorities and international organizations"
